CUST_KEY,NAME,ADDRESS,NATION_KEY,PHONE,ACCT_BAL,MKT_SEGMENT,COMMENT
31265,Customer#000031265,"8qXq,HELIX5rj3lXAFxmvqfTyR3MnvZmCkqv",3,13-757-364-8933,8943.25,HOUSEHOLD,"at the regular, ironic packages haggle carefully along the s"
31322,Customer#000031322," KNseiMBhGt3nssKGaFrNQvru",3,13-120-168-8178,5725.70,HOUSEHOLD,riously. ironic foxes haggle slyly among the ironically ironic accounts. final ideas are abov
31353,Customer#000031353,B3wHnutemCIZrKYOmKsP5g9oCyus,3,13-198-319-1440,2357.52,BUILDING,. slyly ironic packages wake quickly after the slyly regular pla
31404,Customer#000031404,q5We6lT6ZTo4N0Zz,3,13-376-589-5710,6445.64,MACHINERY,accounts are after the dependencies: furiously unusual deposits boost blithely according t
31423,Customer#000031423,qhGuISsCQi f8bZUKHxsZo,3,13-422-593-9512,9673.16,FURNITURE,en epitaphs sleep slyly. pending excuses sublate across the furiously reg
31434,Customer#000031434,M94keWXueSYngyX5d2V7GAPopH,3,13-597-170-7571,8275.35,FURNITURE,nto beans wake blithely accounts. ironic packages was quickly after the enticingly sp
31485,Customer#000031485,pm9LHtkkCnxQ39mfnpeAeIzBCb,3,13-244-826-3468,7852.36,FURNITURE,fix furiously unusual excuses! foxes use furiously carefully regular accounts. asymptotes sleep carefully accordin
31522,Customer#000031522," 7fC3L,6OPZWcNpp8nzevPo",3,13-409-694-8860,960.64,FURNITURE,"final, final packages snooze blithely across the pending, regular deposi"
31566,Customer#000031566,qlFi09spG s7HA0Z7j EMXgqW9r3pJnPbiQ2Jy,3,13-357-480-6846,7562.96,MACHINERY,"gular ideas boost fluffily alongside of the express, ironic instructions. accounts haggle blithely stealthily "
31567,Customer#000031567,nCZ2dcte99u6fOlJ,3,13-568-509-4026,3633.66,HOUSEHOLD,elets. carefully ironic requests shall cajole above the final theodolites. blithely pending pin
31581,Customer#000031581,"adBV2N,67FhOkZLfjw8,43pqiWMMCgtoE",3,13-100-708-3035,-142.06,AUTOMOBILE,"onic, unusual accounts nag carefully above the slyly final tithes. slyly special fo"
31584,Customer#000031584,"MQVk NqVCM,yeuDQq",3,13-112-795-5460,2670.62,BUILDING," fluffily along the slyly permanent packages. instructions affix furiously ironic"
31610,Customer#000031610,"SYKq9f3qFf,P5v9gppO3gYOhJqgpz7K vYv",3,13-462-742-2100,-575.63,AUTOMOBILE,onically express requests affix blithely slyly final accounts. quickly even requests ar
31680,Customer#000031680,"KLj,mxNxub39lWYAJVHCI4tN4YbXLt",3,13-859-402-6004,1329.69,FURNITURE,requests sleep carefully ironic ideas. blithely unusual packages cajole with t
31714,Customer#000031714,"TcxxMsDWlptZPue6cWE1tTwRDUk6Q3,5kgI",3,13-160-293-1675,8151.70,BUILDING," pinto beans serve slyly. carefully ironic asy"
31722,Customer#000031722,"ZW FF1G,9jCSSKA",3,13-874-245-9353,-332.32,HOUSEHOLD," slyly furiously stealthy sauternes"
31734,Customer#000031734,",lQaydmvZaR,WpwNUSqW5LBeeXaqytS",3,13-440-737-8504,5416.07,FURNITURE,"ding deposits cajole carefully bold, unusual foxes. even accounts according to the b"
31774,Customer#000031774,3ZpxPiJPFLxpAWYT fqFyZpLhRONQZy,3,13-662-964-7931,4354.04,HOUSEHOLD,leep slyly across the quickly unusual deposits. furiously final excus
31842,Customer#000031842,roB9ecPlZVIIUi9dkfN,3,13-312-828-4856,5234.26,HOUSEHOLD,ts wake quickly platelets. furiously regular excuses sleep silently after the f
31870,Customer#000031870,DH3bQSyUSFbJLDYS5Iire,3,13-606-306-8151,5131.14,HOUSEHOLD,"onic, bold deposits cajole slyly. even instructions alongside of the quickly regular "
31896,Customer#000031896,"v0Z,lrOIPhJopDFdHEym MjNAaKWBZg",3,13-992-160-3277,4338.94,BUILDING,"ic, express theodolites: finally ruthless dep"
31916,Customer#000031916,"t6N6g74UeAnjAGEWbXgPUquIcd2 fV8oZ,cXL",3,13-802-108-5866,7790.70,HOUSEHOLD,thely thinly pending deposits. requests sleep quickly. furiously bold requests are blithely express pl
31923,Customer#000031923,wna05aotyIe4NgPtwMbz  0RD8SZf,3,13-444-891-6466,3992.76,BUILDING,egular instructions. blithely final excuses are quietl
31953,Customer#000031953,",H3UG9GpWk8LejWXSY6S2",3,13-538-317-7671,46.86,BUILDING,le along the regular requests. bravely ironic dependencies doze furiously. ca
31960,Customer#000031960,"RjupILzHBX,7",3,13-250-785-8736,430.73,MACHINERY,y ironic pinto beans. furiously pending p
32049,Customer#000032049,kukAhZRyzvWdenKxr,3,13-600-189-2302,6299.21,HOUSEHOLD," unusual foxes. accounts wake. ideas haggle above the slyly final requests. furio"
32073,Customer#000032073,"xJuAhBU5D9jSjA,Ktu3vLqfQ9",3,13-513-240-8938,552.78,HOUSEHOLD,"efully regular packages haggle across the furiously ironic foxes. ironic, regular p"
32106,Customer#000032106,"fHqYO9WjH5S0e Seq3s8zwo3,629phKi1jxFQt",3,13-488-280-3182,4601.10,MACHINERY,fily above the platelets. dependen
32144,Customer#000032144,",h4l1QRcn3BoeM1vzqTAkHr52bU",3,13-566-402-9417,3919.73,BUILDING,", final theodolites haggle blithely. final, final forges boost about "
32150,Customer#000032150,"ATg36G5T63,ulO2yMSeSK5LoyUXLXhhZ4",3,13-100-801-6138,5646.68,MACHINERY,"ly bold dependencies. packages print carefully silent, regular pinto beans. final deposits haggle fluffi"
32193,Customer#000032193,"BS,LdOMskZl1nhHl9tP2iHVhtLz1ccF fIE wwk",3,13-413-644-1860,6828.07,FURNITURE,"s after the silent, unusual accounts use slyly "
32216,Customer#000032216,2Sz3zRN7ZWmSRLRasYnoOPG7X,3,13-108-281-7647,-832.10,HOUSEHOLD,yly unusual dependencies; fluffily even asymptotes are about
32230,Customer#000032230,n4KyzlRuRR2Ncvtr AlHP2YXoAlH2KM4,3,13-794-605-1630,2054.36,HOUSEHOLD,xpress foxes are quickly above the blithely 
32299,Customer#000032299,izkOZe6WpnYKqJojDzN5auEFvMhI,3,13-135-285-1820,1571.26,MACHINERY,"ons haggle blithely. final, express deposits cajole furiously about the q"
32330,Customer#000032330,"zbhU1ChGeBVzs6oc,l",3,13-604-622-4025,6537.19,FURNITURE,ainst the furiously final platel
32355,Customer#000032355,WYtTd9FJ5D8IUvTw,3,13-496-740-3276,6887.93,AUTOMOBILE,s. blithely regular accounts nag. furiously final deposits shal
32376,Customer#000032376,"g0VSDkVmxMcUD7Koo,3,I4qULsB8JOTE",3,13-368-260-1656,7118.80,HOUSEHOLD,tions haggle slyly fluffily special accounts. fluffily 
32410,Customer#000032410,"lcq,TrgrSjW7Pm",3,13-331-691-5318,9311.28,HOUSEHOLD,"into beans. bold, regular asymptotes"
32437,Customer#000032437,JVFcryVwqsJIEUR4QyUtvCrENdvrjuw,3,13-574-191-3639,7723.79,AUTOMOBILE,hins cajole blithely permanently unusual frays. carefully even ideas a
32524,Customer#000032524,1AX996Uq3jtV5bCsvRYh,3,13-523-490-2237,8677.80,AUTOMOBILE,rses alongside of the slyly even instructions use carefully about the slyly final requests. carefull
32540,Customer#000032540,0ULZGD26pKkPq1CEUsEAW7  DUBraq7Q0oESi,3,13-238-478-9039,7402.91,MACHINERY,l accounts hang against the quickly unusual foxes. quickly bold sentiments shall
32542,Customer#000032542,fS9ELmx5t76xOkC3XR 8Q2,3,13-881-698-7177,2767.79,HOUSEHOLD,foxes haggle. blithely final theodolites run careful
32553,Customer#000032553,WPvuQ4p0TrlvPJgQydqSoS,3,13-781-431-8003,-933.57,BUILDING,ly pending ideas. blithely bold packages hag
32563,Customer#000032563,"CfOdlHK4crj06N,QUQ6Xk5AQDGnlte SUmUk1JRI",3,13-263-323-5443,5120.12,BUILDING,"ing, regular forges. unusual packages detect express "
32571,Customer#000032571,nQLz4MI8IbAODbV,3,13-460-385-5049,6200.84,HOUSEHOLD,ar accounts. furiously bold instructions w
32580,Customer#000032580,0kbbhEDI7enY7xb3PZLCPaj,3,13-175-562-5778,6588.23,AUTOMOBILE,ges. regular requests hang blithely along the final
32641,Customer#000032641,wQw Ukp1Gz5ptWR,3,13-599-403-3665,5540.88,BUILDING,uickly bold theodolites sleep 
32659,Customer#000032659,NwZ2LL9iJtDiWwA3gnNEYiPSDKxs6qBHrIiXeo4p,3,13-551-660-8991,8138.64,FURNITURE,ng ideas cajole. quickly even packages along the ironic theodolites dete
32682,Customer#000032682,0wDB OCFltZVSG LStFYampa,3,13-131-934-2593,6478.17,MACHINERY,r excuses. regular foxes unwind fluffily after the 
32731,Customer#000032731,"EtuUv8TTJJtpqqrC3haQywa5r,PzaEgqH",3,13-985-290-6116,2222.97,FURNITURE,ecial packages sleep at the carefully final pinto beans. 
32749,Customer#000032749,Ma2 TCVoQZ5i5yRl8cpLvvs0,3,13-258-292-9522,3141.67,AUTOMOBILE,refully unusual foxes nag slyly special dependencies. blithely reg
32771,Customer#000032771,DpDAk1WtkBDbNY8u495psiOglpvIcKuTbZNgLn,3,13-142-742-1115,2532.64,MACHINERY,"ending packages. silent, bold asymptotes cajole fluffily across the furiously silen"
32786,Customer#000032786,"UKoe,aw85r3jM",3,13-892-922-3524,-844.23,HOUSEHOLD,express requests. slyly express accounts detect quickly about the r
32799,Customer#000032799,pQY6dQfeowrBt5UiJkw9T52y7ZYgjV6p1dp4C,3,13-743-737-6459,6790.99,MACHINERY,ic packages detect alongside of the blithely even foxes. blithely regular ideas cajole blithely reg
32805,Customer#000032805,OWRIgMEdQVhTikHHcOE5PW44 5oPGF1qs7pRHNPM,3,13-790-315-5000,6794.88,MACHINERY,riously final courts can print along the furiously ironic pinto beans. deposits sleep quickly. regular packages
32817,Customer#000032817,RNaT07ZEqu4oN3Fslcy8,3,13-728-320-6276,1200.79,FURNITURE,ully pending excuses. furiously final accounts sleep slyly? final courts above the ironically final som
32819,Customer#000032819,cvNXs7YoJvLOkrfCuwQgIK2 jhS,3,13-416-112-4907,121.45,FURNITURE,"ic, final accounts nod ironic theodolites; b"
32836,Customer#000032836,WLupzZnZtTmb8C7r,3,13-216-195-7033,-598.84,BUILDING,"blithely. ironic excuses haggle slyly. ironic, unusual packages lose furiously. carefully express pac"
32866,Customer#000032866,"vhGUzXBUi,8lwmX6t94Vc3QenoIkdSj",3,13-638-403-8303,8446.53,BUILDING," have to use. even, even accounts about the fluffily final courts"
32922,Customer#000032922,0kP3OtMKuKNkzjOs,3,13-521-661-9747,7628.42,HOUSEHOLD,ely along the blithely special accounts. blithely final requests are slyly even platel
32950,Customer#000032950,"fi8cMt,EjD5DlT1jRbSMAqv8jwe",3,13-617-266-9035,3428.21,HOUSEHOLD,ously final theodolites wake blithely accounts. furious asymptotes
32967,Customer#000032967,OQLSbQQWVwzMOTkA2l imA,3,13-319-173-4632,5217.76,AUTOMOBILE,. fluffily even accounts integrate carefully slyly regular dependencies. slyly blithe depo
32980,Customer#000032980,"mg,LThKqO88DLN",3,13-502-174-9149,9590.74,HOUSEHOLD,"lar, ironic pinto beans. pending deposits cajole quickly. pending excuses are across the even deposits. dogged"
33028,Customer#000033028,KjdZ15pQoSpucIqrCYBil6VZQgwjbr,3,13-694-879-1038,6030.33,FURNITURE,al deposits across the express accounts haggle among the 
33049,Customer#000033049,"EM2luV0UbDwesEaL4wO8J WGct,zE  wGFu 9O",3,13-186-428-7510,5101.51,AUTOMOBILE,old dolphins. stealthily even decoys detect slyly across the accounts. furiously silent packages boost carefully. ir
33097,Customer#000033097,pNs4I6pNzGKcr63qaEgcp4DEBfdopYwlUz,3,13-664-332-7218,6152.43,FURNITURE,"s. slyly ironic packages according to the ironic, pending dec"
33103,Customer#000033103,CsdgDLhhWTs2aRkyJ46qYkm3M,3,13-860-214-4288,8071.83,FURNITURE,"iously regular instructions nod furiously above the special, regular platelets. slyly "
33109,Customer#000033109,"i10UxdwfP,gNfjLg i",3,13-771-877-6175,4262.63,AUTOMOBILE," fluffily even foxes cajole furiously slyly express excuses. furiously pending deposits wake slyly. furious"
33122,Customer#000033122,"Ta0QHwdA,iSJT4S",3,13-188-762-4444,5409.70,AUTOMOBILE,ven packages nag blithely ruthless instructions. unusual accounts engage quickly. close
33153,Customer#000033153,4mFzCj2756LkFVCRnJ0ucwRhg7,3,13-705-351-7728,1825.45,FURNITURE,structions integrate around the blithely regular dolphins. final
33171,Customer#000033171,"6nenI8,fXIyA7",3,13-176-106-9867,3952.10,BUILDING,yly. dogged platelets after the carefully regular depths boost slyly regular frays. accounts sleep slyly carefully 
33354,Customer#000033354,",TmSPzhesQGDxD6xZYo",3,13-406-307-2305,4031.04,HOUSEHOLD," accounts sleep carefully along the brave requests. packages x-ray"
33356,Customer#000033356,"TY5D1SUSR7mCUirPO7o0SmOFZv,QkqCoMJ",3,13-201-849-7425,7778.31,FURNITURE,ly regular packages. ironic instructions after the slyly special deposits engage special depos
33372,Customer#000033372,9brpkKb7Kwdwn7Pfq7IVieVPt,3,13-265-796-8694,9565.65,AUTOMOBILE,ironic requests. furiously even accounts integrate carefully; furiously pending ideas along
33406,Customer#000033406,jzjVQUYp y449v69Y55sOXUuYCHa4,3,13-118-212-9624,2296.68,FURNITURE," slyly silent gifts boost blithely pending packag"
33433,Customer#000033433,"iQVCdDyXaJweBwX3GCmk,3m",3,13-762-493-6220,535.98,AUTOMOBILE," packages along the even requests unwind"
33449,Customer#000033449,g7FQurOi6tzHV,3,13-340-201-7830,1278.73,FURNITURE,ly. carefully pending instructions a
33462,Customer#000033462,c6CqFK97hNbR,3,13-131-382-2008,6660.63,FURNITURE,; quickly regular sheaves among the slyly final excuses
33494,Customer#000033494,prkBhKvxZAhVje6ycBeoQvxgxWkF,3,13-406-767-5363,6530.98,BUILDING," final, regular packages use quickly alongside of the blithely regular asymptotes. express, even foxes are slyly "
33565,Customer#000033565,"kEQ,nPILwYBIe",3,13-719-363-9285,7819.07,HOUSEHOLD,are blithely even packages. fur
33594,Customer#000033594,3wzrv1MO7YqPaGdCL6B,3,13-989-705-1551,-166.21,FURNITURE,he deposits. special ideas doze s
33603,Customer#000033603,zZWXxpozF9uqmM5x1YPyh5o50fLcS3MSc,3,13-339-636-1331,2365.12,FURNITURE,ve to are requests? excuses engage 
33628,Customer#000033628,"ICR4x,qOz1jmMkxmljGlAI8",3,13-316-221-3128,2986.37,MACHINERY,anent excuses. carefully final accounts hinder quickly alongside of 
33642,Customer#000033642,UrsLgPPuWx06ZrbbZnfu9N4wnq6a8D ,3,13-526-340-2042,7179.62,AUTOMOBILE,"sual tithes wake fluffily alongside of the blithely even deposits. regular, ironic pinto beans boost among t"
33652,Customer#000033652,dHpt7WlA5VQHv,3,13-651-193-3116,7800.50,FURNITURE," furiously ironic packages. carefully even accounts about the slyly final deposits bo"
33672,Customer#000033672," cEJXWSv4YYwme",3,13-149-704-3747,1525.55,BUILDING,iously. unusual accounts detect quickly. blithely final ideas print carefully regular excuses. platel
33673,Customer#000033673,AFqkWEdxBJjB4s5sfzW,3,13-107-864-3548,7864.78,HOUSEHOLD," deposits. instructions wake carefully. slyly pending packages are. blithely regular"
33708,Customer#000033708,o3dye9JKhTEIYaX9ys,3,13-185-982-6328,3357.64,MACHINERY,. quickly express accounts against the pending accounts 
33719,Customer#000033719,"6c,xlfxYogb5v3bNr3n0V N6Bf6Ub1Z8g,pO3",3,13-469-329-6737,-187.28,MACHINERY,"nag slyly among the slyly quick theodolites-- express, final platelets snooze quickly. slyly regu"
33736,Customer#000033736,"bk3,FBEA,jTvcTvfE5quWpc",3,13-872-136-3803,7416.43,BUILDING,uffily. slyly regular instructions poach blithely against the quickly bold instructions. dogged excuses wak
33741,Customer#000033741,Z URARsoaPDgZqiTqZjEiR0IXVBHUgJDrMv,3,13-248-499-1480,4424.68,FURNITURE,ely final requests haggle slyly among the express in
33802,Customer#000033802,BOK1elmiMHnY 93TyE88xI3mnIx Dx8NdgA1sA,3,13-495-508-3473,8299.78,BUILDING,ial courts haggle fluffily along the regula
33844,Customer#000033844,"ittkz9CO3iXaDBA7pd,260WlAZLkU",3,13-542-241-5345,654.76,AUTOMOBILE," instructions. always special forges need to nag boldly packa"
33850,Customer#000033850,egOr4liBLwI8mmVRl7f2UlQgfL76DdVBr,3,13-227-758-5698,7884.94,BUILDING,ests. blithely regular packages despite the fluffily i
33854,Customer#000033854,"09iXZRsU,8MP1842Q5noBbBWnY",3,13-930-270-4356,9096.83,FURNITURE," sublate blithely above the carefully regular decoys. bold, u"
33877,Customer#000033877,Re8rOPEKepR3a,3,13-967-199-3782,9380.14,FURNITURE,ons nag blithely. final foxes are slyly packa
33899,Customer#000033899,9S3bb7L3z5m6dJUyJXMk4au29oHwYCkx ,3,13-939-589-1070,2499.13,MACHINERY,ake slyly bravely pending accounts. requests wake quickly en
33927,Customer#000033927,"rm lWB,UXs",3,13-773-602-5652,1436.96,MACHINERY,wake except the slyly pending pinto beans. carefully pending pinto beans cajole furiously according t
33948,Customer#000033948,jOHkgMwh1HTVNt2U91CuXf9wof1Qsxb8kCpF,3,13-200-330-2471,445.93,BUILDING,ent asymptotes are according to the dependencies: quickly sly packages alongside of the even foxes hang above the 
33951,Customer#000033951,6LCORO 6cJzDDiHBjIHhb1OIOdjR,3,13-532-813-6927,1162.45,BUILDING,nal deposits integrate after the final asymptotes. regul
34015,Customer#000034015,"gresojNigsXejQVZzSd35N4VJ,rVYk7A9Ye",3,13-563-613-6659,1227.88,MACHINERY,equests haggle. pinto beans wake furiously. speci
34044,Customer#000034044,nhm8kJhAgsqVcI6kcXp8Qy1ekvNvSJs40YK9PctX,3,13-784-939-1650,-60.68,BUILDING,n packages sleep blithely acc
34045,Customer#000034045,0GWtlsNlxCR Kw xDOI,3,13-719-697-3884,1069.08,BUILDING,ong the fluffily final forges haggle slyly care
34087,Customer#000034087,"bM3c537 MxQBQ1vnx  r,gMNw4dwCP6Z5VMtUNQe",3,13-653-221-2035,6767.04,HOUSEHOLD,"ackages. special, final requests wake blithely theodolites. carefully unusual pinto beans are against the furiou"
34106,Customer#000034106,9aVIPmFX34sXhKDmIlhoVqQrMbkFE4E,3,13-365-920-9708,2234.40,AUTOMOBILE,ng the slyly regular packages. furiously express packages engage carefully across the carefully eve
34111,Customer#000034111,4ccJIE5M2YD8ZDxOZ7leTpTydDpha,3,13-580-896-2410,7450.75,FURNITURE," furiously bold dinos! express deposits wake furiously "
34131,Customer#000034131,"wdgAZBb94E7U27,9ox8js79Qyee,HMdxJ",3,13-100-337-2833,9122.75,MACHINERY,"unts wake. final packages wake carefully. carefully pending accounts cajole. special, unusual ideas haggle"
34149,Customer#000034149,1adaJ1D05VafaCU0Z,3,13-332-250-1757,5408.40,MACHINERY,c realms snooze furiously. fluffily ironic instructions are against the blithely ironic ideas. ironic theodolites ar
34158,Customer#000034158,E1VKGsc4KMOKtRZKS,3,13-297-410-5528,8231.66,AUTOMOBILE,foxes. express packages integrate quickly. slyly regular accounts sleep fluffily. bravely ironic foxes sl
34161,Customer#000034161,"wPiSacflKZri5N,1LDa",3,13-656-718-1137,5456.05,HOUSEHOLD,s hang quickly. slyly pending packages across the blithely even package
34238,Customer#000034238,vBEAGJERfHd33pShUYKiy28,3,13-558-184-3657,7152.05,BUILDING,"accounts cajole furiously final, unu"
34255,Customer#000034255,w 5pQLUO5fC,3,13-747-519-9569,1379.64,MACHINERY," quiet foxes sleep quickly. carefully fluffy ideas haggle blithely. carefully even ideas are blithely"
34290,Customer#000034290,FG0d6JD4J2kav3hTEbHF,3,13-368-188-6612,6509.16,AUTOMOBILE,". regular, express deposits dazzle. furiously express excuses use pending "
34325,Customer#000034325,"xffoHSVNahsxY1F0jn3EDNWqNe7Eb, D ",3,13-375-430-6029,1567.59,HOUSEHOLD,sts detect alongside of the qu
34350,Customer#000034350,RhiTze2b8ircN,3,13-215-368-5829,-999.65,BUILDING,es. slyly final instructions are carefully. blithely special accounts wake blithely. bold theodolites accord
34362,Customer#000034362,r6huh0YGszsgvq2qCh6,3,13-681-670-5374,5130.44,AUTOMOBILE,efully final accounts. quickly ironic deposits are furiously spe
34399,Customer#000034399,"FA5d5Z,xRKFhAqpstZNjo9zLKksNtR",3,13-402-223-1210,6278.25,MACHINERY,arefully regular requests cajole furiously above the carefully bol
34404,Customer#000034404,cHH8g8x6gsfKxv8hqUkfw2vLTFi9C4tmZT3nuTY,3,13-275-159-5097,4217.56,MACHINERY,nstructions. ironic instructions wake across the slyly pending packages. slyly special platele
34433,Customer#000034433,Z Hpst9t9w2qq5jMzBpNZXUsxPWR,3,13-843-145-4192,3474.15,HOUSEHOLD,ts. furiously regular accounts sleep among the bli
34501,Customer#000034501,"di3 4,pvqn8",3,13-573-370-2467,1553.86,BUILDING,ly along the furiously pending deposits. slyly silent requests do
34520,Customer#000034520,u3joTmDMOPtipJ8icWNfN im6UcQC75pa4IV5Y4,3,13-386-134-8630,3394.94,FURNITURE,requests wake. quickly regular deposits cajole slyly final 
34547,Customer#000034547,itkhQF8jjn7V46dyoPNRyNjqrFOU2qKcGqL,3,13-604-512-9282,9823.72,FURNITURE,kly ironic accounts above the quickly final instructions nod fluffily furiously bold c
34562,Customer#000034562,HxIGdB2D0iwCYiy 7,3,13-812-920-3992,472.54,HOUSEHOLD,e of the escapades dazzle after the slyly fina
34564,Customer#000034564,j7avnaTZoSsTcD171Se 0p1i,3,13-381-833-1894,5357.81,AUTOMOBILE,"l, regular foxes cajole furiously. b"
34586,Customer#000034586,"l26nTQ5bNTcfAZ,ioS b7L5b",3,13-133-694-3163,288.41,FURNITURE,"s would run against the carefully bold decoys. special, special deposits nag c"
34617,Customer#000034617,RfdBwcFTwh,3,13-787-569-8562,2446.48,MACHINERY,aggle carefully along the pending accounts. quietly regular ideas wake. quickly silent packages hag
34618,Customer#000034618,P2hCHCVRHWYep91fPz1a7tB vsjz,3,13-202-491-7330,8960.75,FURNITURE,o beans. regular theodolites haggle quickly pending theodolites. blithely s
34625,Customer#000034625,"cz,r48FKdjHWruZHsnUFxWIXZYkD1WZkm5",3,13-755-467-4315,1954.04,MACHINERY,s around the carefully ironic excuses nod furiously against the slyly bold requests. 
